instrument,ts,side,fcode,r,bars,reason,klass
AUDJPY,2014-05-09 01:00:00+00:00,long,1,2.4291025832223734,7,TP,fx_cross
GBPAUD,2014-05-09 09:00:00+00:00,long,2,2.4253738227660424,11,TP,fx_cross
GBPUSD,2014-05-13 05:00:00+00:00,long,2,-1.0716859529233074,1,SL,fx_major
GBPAUD,2014-05-13 09:00:00+00:00,long,2,-1.0746261772339576,4,SL,fx_cross
AUDNZD,2014-05-13 09:00:00+00:00,short,4,-1.0847449720670517,3,SL,fx_cross
EURJPY,2014-05-14 09:00:00+00:00,long,1,-1.1062204347826101,5,SL,fx_cross
EURCAD,2014-05-15 05:00:00+00:00,long,2,-1.0440663141195135,37,SL,fx_cross
CADJPY,2014-05-15 05:00:00+00:00,short,3,2.4182652369852393,2,TP,fx_cross
AUDJPY,2014-05-15 13:00:00+00:00,long,1,-1.0708974167776266,0,SAME_BAR_SL,fx_cross
EURGBP,2014-05-16 09:00:00+00:00,long,1,-1.0459259184700551,11,SL,fx_cross
EURUSD,2014-05-21 09:00:00+00:00,long,2,-1.0653276791808852,2,SL,fx_major
USDJPY,2014-05-22 09:00:00+00:00,long,1,2.44934146167558,42,TP,fx_major
