instrument,model,side,bias,quintile,entry_ts,exit_ts,entry,exit,r,pnl_pct,bars,reason,partial_tp1
CDNS,S3,long,RISK_ON,1,2017-09-20 00:00:00+00:00,2017-11-29 00:00:00+00:00,38.39836,43.16,5.454313494912354,0.02727156747456177,49,EMA_TRAIL,True
STZ,S3,long,RISK_ON,1,2017-09-20 00:00:00+00:00,2017-09-26 00:00:00+00:00,201.97177,199.2482,-1.0,-0.005,4,SL,False
V,S3,long,RISK_ON,1,2017-09-21 00:00:00+00:00,2017-09-25 00:00:00+00:00,105.41530999999999,103.87535,-1.0,-0.005,2,SL,False
ALGN,S3,long,RISK_ON,1,2017-09-21 00:00:00+00:00,2017-09-28 00:00:00+00:00,186.50631999999996,182.86285714285714,-1.0,-0.005,5,SL,False
GPN,S3,long,RISK_ON,1,2017-09-21 00:00:00+00:00,2017-09-25 00:00:00+00:00,96.43633999999999,94.48013928571429,-1.0,-0.005,2,SL,False
ZTS,S3,long,RISK_ON,1,2017-09-21 00:00:00+00:00,2017-09-25 00:00:00+00:00,64.30424,63.634642857142865,-1.0,-0.005,2,SL,False
ISRG,S3,long,RISK_ON,1,2017-09-21 00:00:00+00:00,2017-09-22 00:00:00+00:00,343.746403,340.9013178571429,-1.0,-0.005,1,SL,False
ISRG,S3,long,RISK_ON,1,2017-09-22 00:00:00+00:00,2017-09-25 00:00:00+00:00,344.1835397,338.39158214285715,-1.0,-0.005,1,SL,False
A,S3,long,RISK_ON,1,2017-09-22 00:00:00+00:00,2017-09-25 00:00:00+00:00,65.84577999999999,65.28875,-1.0,-0.005,1,SL,False
NVDA,S3,long,RISK_ON,1,2017-09-22 00:00:00+00:00,2017-09-25 00:00:00+00:00,179.17899999999997,174.78089285714287,-1.0,-0.005,1,SL,False
PLD,S3,long,RISK_ON,1,2017-09-25 00:00:00+00:00,2017-09-27 00:00:00+00:00,64.08402,62.753721428571424,-1.0,-0.005,2,SL,False
MTD,S3,long,RISK_ON,1,2017-09-25 00:00:00+00:00,2017-11-03 00:00:00+00:00,626.23561,646.0,2.222681351321637,0.011113406756608183,29,EMA_TRAIL,True
ETFC,S3,long,RISK_ON,1,2017-09-25 00:00:00+00:00,2017-10-20 00:00:00+00:00,41.70165999999999,43.2,2.032778415925222,0.010163892079626109,19,EMA_TRAIL,True
INTU,S3,long,RISK_ON,1,2017-09-25 00:00:00+00:00,2017-09-28 00:00:00+00:00,144.88474,142.81589285714284,-1.0,-0.005,3,SL,False
C,S3,long,RISK_ON,1,2017-09-25 00:00:00+00:00,2017-10-12 00:00:00+00:00,70.91084,72.37,1.193937230688922,0.00596968615344461,13,EMA_TRAIL,True
ABBV,S3,long,RISK_ON,1,2017-09-25 00:00:00+00:00,2017-09-26 00:00:00+00:00,86.65656999999999,85.28289285714287,-1.0,-0.005,1,SL,False
VRSN,S3,long,RISK_ON,1,2017-09-26 00:00:00+00:00,2017-10-30 00:00:00+00:00,104.32421999999998,107.58,1.307110011994724,0.006535550059973621,24,EMA_TRAIL,True
APH,S3,long,RISK_ON,1,2017-09-26 00:00:00+00:00,2017-10-26 00:00:00+00:00,81.70161999999999,85.5,6.444649887490153,0.032223249437450766,22,EMA_TRAIL,True
SPGI,S3,long,RISK_ON,1,2017-09-26 00:00:00+00:00,2017-10-30 00:00:00+00:00,155.22507,156.25,1.0277060046227962,0.005138530023113981,24,SMA50_BREAK,True
ABBV,S3,long,RISK_ON,1,2017-09-26 00:00:00+00:00,2017-09-27 00:00:00+00:00,85.43534999999999,84.06017857142858,-1.0,-0.005,1,SL,False
ANDV,S3,long,RISK_ON,1,2017-09-26 00:00:00+00:00,2017-09-27 00:00:00+00:00,103.86376,102.87727857142856,-1.0,-0.005,1,SL,False
CI,S3,long,RISK_ON,1,2017-09-26 00:00:00+00:00,2017-10-13 00:00:00+00:00,183.82363999999995,183.82363999999995,0.3992237178303809,0.0019961185891519046,13,STOP_AFTER_TP1,True
NFLX,S3,long,RISK_ON,1,2017-09-27 00:00:00+00:00,2017-10-02 00:00:00+00:00,182.15196999999998,177.01,-0.6652585395813491,-0.003326292697906745,3,SMA50_BREAK,False
CNC,S3,long,RISK_ON,1,2017-09-27 00:00:00+00:00,2017-10-13 00:00:00+00:00,93.81371999999999,89.49875,-1.0,-0.005,12,SL,False
NVDA,S3,long,RISK_ON,1,2017-09-27 00:00:00+00:00,2017-11-29 00:00:00+00:00,175.90572999999998,196.42,2.163130672575043,0.010815653362875216,44,SMA50_BREAK,True
ISRG,S3,long,RISK_ON,1,2017-09-27 00:00:00+00:00,2017-12-04 00:00:00+00:00,341.7010596999999,369.95,3.605236132590372,0.01802618066295186,47,SMA50_BREAK,True
PKG,S3,long,RISK_ON,1,2017-09-27 00:00:00+00:00,2017-10-27 00:00:00+00:00,115.40529,115.40529,0.5140605930889457,0.0025703029654447285,22,STOP_AFTER_TP1,True
ABBV,S3,long,RISK_ON,1,2017-09-27 00:00:00+00:00,2017-10-26 00:00:00+00:00,84.83474999999999,89.56,1.7373894044694236,0.008686947022347118,21,EMA_TRAIL,True
EL,S3,long,RISK_ON,1,2017-09-27 00:00:00+00:00,2017-09-28 00:00:00+00:00,108.62851999999998,106.59776785714286,-1.0,-0.005,1,SL,False
